SERIAL_ID,ORDER_ID,TICKET_ITEM_ID,PRINT_TIMES,IDENTITY,PROGRAM_ID,PROGRAM_NAME,CREATE_DATE,PLAY_DATE,PLAY_TIME,TICKET_BOOTH_RUNNING_NUM,PRICE,T_STANDARD_TICKET_TYPE_NAME,SEAT_REGION_NAME,FLOOR_NO,SEAT_ROW,SEAT_NO,TICKET_SHIPPING_RATE_ID,TICKET_FEE,SHIPPING_ZIP1,SHIPPING_COUNTRY_ID1,SHIPPING_TOWN_ID1,SHIPPING_COUNTRY_ID2,SHIPPING_TOWN_ID2,SHIPPING_ZIP2,ORDER_NUM,TICKET_ENTRANCE_NO,SEX,ADDRESS
726,22144,40968,2,T22307,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 04:39:07.,10/17/10,15:00,33708,1800,member,Floor3Sectionyellow3F,1,16,16,2,50,900,21,295,21,295,900,22144,0,male,967
727,22144,40966,2,T22307,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 04:39:07.,10/17/10,15:00,33705,1800,member,Floor3Sectionyellow3F,1,16,18,2,50,900,21,295,21,295,900,22144,0,male,967
728,22144,40964,2,T22307,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 04:39:07.,10/17/10,15:00,33706,1800,member,Floor3Sectionyellow3F,1,16,17,2,50,900,21,295,21,295,900,22144,0,male,967
729,22144,40962,2,T22307,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 04:39:07.,10/17/10,15:00,33709,1800,member,Floor3Sectionyellow3F,1,16,15,2,50,900,21,295,21,295,900,22144,0,male,967
771,22254,41235,2,T22318,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 04:52:35.,10/17/10,15:00,33979,2500,member,Floor3Sectionyellow3H,1,3,5,2,50,900,21,295,21,295,900,22254,0,male,966
772,22254,41234,2,T22318,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 04:52:35.,10/17/10,15:00,33980,2500,member,Floor3Sectionyellow3H,1,3,4,2,50,900,21,295,21,295,900,22254,0,male,966
773,22254,41233,2,T22318,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 04:52:35.,10/17/10,15:00,33981,2500,member,Floor3Sectionyellow3H,1,3,3,2,50,900,21,295,21,295,900,22254,0,male,966
774,22254,41232,2,T22318,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 04:52:35.,10/17/10,15:00,33982,2500,member,Floor3Sectionyellow3H,1,3,2,2,50,900,21,295,21,295,900,22254,0,male,966
933,21503,39409,3,M12216,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 02:23:25.,10/17/10,15:00,32149,800,member,Floor3Sectionyellow3C,1,27,24,2,50,108,1,6,1,6,108,21503,0,male,594
934,21503,39408,3,M12216,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 02:23:25.,10/17/10,15:00,32151,800,member,Floor3Sectionyellow3C,1,27,22,2,50,108,1,6,1,6,108,21503,0,male,594
935,21503,39407,3,M12216,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 02:23:25.,10/17/10,15:00,32150,800,member,Floor3Sectionyellow3C,1,27,23,2,50,108,1,6,1,6,108,21503,0,male,594
936,21503,39406,3,M12216,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 02:23:25.,10/17/10,15:00,32148,800,member,Floor3Sectionyellow3C,1,27,25,2,50,108,1,6,1,6,108,21503,0,male,594
945,25407,50898,2,L12324,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/10/9 p.m. 12:44:41.,10/17/10,15:00,39928,1800,non-member,Floor3Sectionyellow3D,1,22,27,4,50,111,1,8,1,8,111,25407,0,male,834
946,25407,50897,2,L12324,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/10/9 p.m. 12:44:41.,10/17/10,15:00,39929,1800,non-member,Floor3Sectionyellow3D,1,22,26,4,50,111,1,8,1,8,111,25407,0,male,834
1064,23862,44766,4,B12272,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 07:09:47.,10/17/10,15:00,37484,3500,member,Floor2Sectionpurple2C,1,14,2,2,50,402,9,108,9,108,402,23862,0,male,556
1065,23862,44765,4,B12272,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 07:09:47.,10/17/10,15:00,37481,3500,member,Floor2Sectionpurple2C,1,14,5,2,50,402,9,108,9,108,402,23862,0,male,556
1066,23862,44764,4,B12272,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 07:09:47.,10/17/10,15:00,37482,3500,member,Floor2Sectionpurple2C,1,14,4,2,50,402,9,108,9,108,402,23862,0,male,556
1067,23862,44763,4,B12272,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 07:09:47.,10/17/10,15:00,37483,3500,member,Floor2Sectionpurple2C,1,14,3,2,50,402,9,108,9,108,402,23862,0,male,556
1122,25565,51194,2,H12336,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/10/9 p.m. 01:23:00.,10/17/10,15:00,40223,1800,non-member,Floor3Sectionyellow3I,1,14,2,4,50,545,12,165,12,165,545,25565,0,male,548
1347,21536,39498,3,Q22166,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 02:30:44.,10/17/10,15:00,32240,4000,member,FloorB1FloorSectionB,1,,,2,50,900,21,295,21,295,900,21536,1,male,2544
1348,21536,39497,3,Q22166,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 02:30:44.,10/17/10,15:00,32239,4000,member,FloorB1FloorSectionB,1,,,2,50,900,21,295,21,295,900,21536,1,male,2544
1349,21536,39496,3,Q22166,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 02:30:44.,10/17/10,15:00,32238,4000,member,FloorB1FloorSectionB,1,,,2,50,900,21,295,21,295,900,21536,1,male,2544
1350,21536,39495,3,Q22166,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 02:30:44.,10/17/10,15:00,32237,4000,member,FloorB1FloorSectionB,1,,,2,50,900,21,295,21,295,900,21536,1,male,2544
1351,21549,39533,2,T12376,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 02:32:53.,10/17/10,15:00,32275,4000,member,FloorB1FloorSectionB,1,,,2,50,220,3,22,3,22,220,21549,1,male,2546
1352,21549,39532,2,T12376,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 02:32:53.,10/17/10,15:00,32274,4000,member,FloorB1FloorSectionB,1,,,2,50,220,3,22,3,22,220,21549,1,male,2546
1353,21549,39531,2,T12376,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 02:32:53.,10/17/10,15:00,32273,4000,member,FloorB1FloorSectionB,1,,,2,50,220,3,22,3,22,220,21549,1,male,2546
1354,21549,39530,2,T12376,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 02:32:53.,10/17/10,15:00,32272,4000,member,FloorB1FloorSectionB,1,,,2,50,220,3,22,3,22,220,21549,1,male,2546
1444,22363,41498,4,B22207,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 05:03:36.,10/17/10,15:00,34243,4000,member,FloorB1FloorSectionA,1,,,2,50,403,9,109,9,109,403,22363,1,female,3841
1445,22363,41497,4,B22207,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 05:03:36.,10/17/10,15:00,34242,4000,member,FloorB1FloorSectionA,1,,,2,50,403,9,109,9,109,403,22363,1,female,3841
1446,22363,41495,4,B22207,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 05:03:36.,10/17/10,15:00,34241,4000,member,FloorB1FloorSectionA,1,,,2,50,403,9,109,9,109,403,22363,1,female,3841
1447,22363,41493,4,B22207,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 05:03:36.,10/17/10,15:00,34239,4000,member,FloorB1FloorSectionA,1,,,2,50,403,9,109,9,109,403,22363,1,female,3841
1478,21518,39448,5,A20172,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 02:27:28.,10/17/10,15:00,32190,4000,member,Floor2Sectionred2C,1,1,9,2,50,104,1,3,1,3,104,21518,0,male,2932
1479,21518,39447,5,A20172,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 02:27:28.,10/17/10,15:00,32189,4000,member,Floor2Sectionred2C,1,1,8,2,50,104,1,3,1,3,104,21518,0,male,2932
1480,21518,39446,5,A20172,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 02:27:28.,10/17/10,15:00,32188,4000,member,Floor2Sectionred2C,1,1,7,2,50,104,1,3,1,3,104,21518,0,male,2932
1481,21518,39445,5,A20172,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 02:27:28.,10/17/10,15:00,32187,4000,member,Floor2Sectionred2C,1,1,6,2,50,104,1,3,1,3,104,21518,0,male,2932
1516,23784,44612,3,F22517,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 06:59:55.,10/17/10,15:00,37329,3500,member,Floor2Sectionred2B,1,10,20,2,50,220,3,22,3,22,220,23784,0,female,3671
1517,23784,44611,3,F22517,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 06:59:55.,10/17/10,15:00,37330,3500,member,Floor2Sectionred2B,1,10,21,2,50,220,3,22,3,22,220,23784,0,female,3671
1552,22561,41966,3,F22560,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 05:20:34.,10/17/10,15:00,34701,1800,member,Floor3Sectionyellow3G,1,16,9,2,50,248,3,44,1,2,103,22561,0,female,2395
1553,22561,41965,3,F22560,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 05:20:34.,10/17/10,15:00,34702,1800,member,Floor3Sectionyellow3G,1,16,8,2,50,248,3,44,1,2,103,22561,0,female,2395
1567,22002,40650,4,D22132,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 04:19:54.,10/17/10,15:00,33396,4000,member,FloorB1FloorSectionA,1,,,2,50,702,16,215,16,215,702,22002,1,female,2670
1568,22002,40649,4,D22132,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 04:19:54.,10/17/10,15:00,33395,4000,member,FloorB1FloorSectionA,1,,,2,50,702,16,215,16,215,702,22002,1,female,2670
1569,22002,40648,4,D22132,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 04:19:54.,10/17/10,15:00,33394,4000,member,FloorB1FloorSectionA,1,,,2,50,702,16,215,16,215,702,22002,1,female,2670
1570,22002,40647,4,D22132,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 04:19:54.,10/17/10,15:00,33393,4000,member,FloorB1FloorSectionA,1,,,2,50,702,16,215,16,215,702,22002,1,female,2670
1629,23138,43219,4,B22175,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 06:03:16.,10/17/10,15:00,35946,2500,member,Floor3Sectionyellow3B,1,1,3,2,50,242,3,40,3,40,242,23138,0,female,3197
1630,23138,43218,4,B22175,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 06:03:16.,10/17/10,15:00,35945,2500,member,Floor3Sectionyellow3B,1,1,4,2,50,242,3,40,3,40,242,23138,0,female,3197
1681,21426,39197,2,Y16447,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 02:09:50.,10/17/10,15:00,31939,4000,member,FloorB1FloorSectionA,1,,,2,50,0,28,370,28,370,0,21426,1,male,4069
1682,21426,39196,2,Y16447,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 02:09:50.,10/17/10,15:00,31938,4000,member,FloorB1FloorSectionA,1,,,2,50,0,28,370,28,370,0,21426,1,male,4069
1731,23954,44965,4,B22224,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 07:26:03.,10/17/10,15:00,37669,1800,member,Floor3Sectionyellow3D,1,25,4,2,50,428,10,125,14,181,608,23954,0,male,4858
1732,23954,44964,4,B22224,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 07:26:03.,10/17/10,15:00,37668,1800,member,Floor3Sectionyellow3D,1,25,5,2,50,428,10,125,14,181,608,23954,0,male,4858
1754,23099,43137,3,R22308,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 06:00:31.,10/17/10,15:00,35864,3500,member,Floor2Sectionred2B,1,8,21,2,50,830,19,274,8,104,368,23099,0,female,5406
1755,23099,43136,3,R22308,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 06:00:31.,10/17/10,15:00,35863,3500,member,Floor2Sectionred2B,1,8,20,2,50,830,19,274,8,104,368,23099,0,female,5406
1816,22500,41818,4,A22702,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 05:16:17.,10/17/10,15:00,34554,4000,member,FloorB1FloorSectionB,1,,,2,50,116,1,12,1,12,116,22500,1,female,4497
1817,22500,41817,4,A22702,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 05:16:17.,10/17/10,15:00,34553,4000,member,FloorB1FloorSectionB,1,,,2,50,116,1,12,1,12,116,22500,1,female,4497
1844,22635,42131,4,A22950,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 05:25:54.,10/17/10,15:00,34863,3500,member,Floor2Sectionyellow2E,1,9,21,2,50,111,1,8,1,8,111,22635,0,female,3957
1856,22205,41109,5,A12890,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 04:48:05.,10/17/10,15:00,33856,4000,member,Floor2Sectionpurple2C,1,5,13,2,50,104,1,3,1,3,104,22205,0,male,4203
1892,26142,52022,2,Q12262,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/10/13 p.m. 05:25:38.,10/17/10,15:00,41021,1800,non-member,Floor3Sectionyellow3B,1,9,9,4,50,404,9,110,9,110,404,26142,0,male,4108
1894,22991,42905,2,P12344,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 05:53:26.,10/17/10,15:00,35633,3500,member,Floor2Sectionred2C,1,11,13,2,50,220,3,22,3,22,220,22991,0,male,4208
1895,22991,42904,2,P12344,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 05:53:26.,10/17/10,15:00,35634,3500,member,Floor2Sectionred2C,1,11,14,2,50,220,3,22,3,22,220,22991,0,male,4208
1926,22919,42761,2,V22080,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 05:47:54.,10/17/10,15:00,35488,2500,member,Floor3Sectionyellow3C,1,6,11,2,50,,22,328,22,328,950,22919,0,male,4390
1927,22919,42760,2,V22080,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 05:47:54.,10/17/10,15:00,35487,2500,member,Floor3Sectionyellow3C,1,6,12,2,50,,22,328,22,328,950,22919,0,male,4390
1990,25757,51435,2,F22443,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/10/9 p.m. 04:30:48.,10/17/10,15:00,40515,3500,non-member,Floor2Sectionred2C,1,10,9,4,50,242,3,40,3,40,242,25757,0,male,4123
1991,25757,51434,2,F22443,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/10/9 p.m. 04:30:48.,10/17/10,15:00,40516,3500,non-member,Floor2Sectionred2C,1,10,10,4,50,242,3,40,3,40,242,25757,0,male,4123
1995,22644,42150,10,A12659,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 05:26:48.,10/17/10,15:00,34880,3500,member,Floor2Sectionyellow2D,1,13,23,2,50,732,17,240,17,240,732,22644,0,male,4621
1996,22644,42149,10,A12659,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 05:26:48.,10/17/10,15:00,34882,3500,member,Floor2Sectionyellow2D,1,13,21,2,50,732,17,240,17,240,732,22644,0,male,4621
1997,22644,42148,10,A12659,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 05:26:48.,10/17/10,15:00,34881,3500,member,Floor2Sectionyellow2D,1,13,22,2,50,732,17,240,17,240,732,22644,0,male,4621
2005,22676,42215,4,K22248,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 05:29:23.,10/17/10,15:00,34948,4000,member,FloorB1FloorSectionD,1,,,2,50,360,8,96,8,96,360,22676,1,female,4626
2026,23969,44997,3,F22519,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 07:31:18.,10/17/10,15:00,37701,3500,member,Floor2Sectionred2E,1,13,23,2,50,,3,39,3,39,,23969,0,female,4655
2029,23986,45036,3,Q12375,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 07:37:41.,10/17/10,15:00,37740,1800,member,Floor3Sectionyellow3G,1,24,21,2,50,600,13,174,1,8,111,23986,0,male,4656
2071,21803,40175,4,F12717,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 03:35:11.,10/17/10,15:00,32917,3500,member,Floor2Sectionyellow2B,1,6,19,2,50,116,1,12,1,12,116,21803,0,male,4113
2077,24038,45144,3,F22521,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 07:44:32.,10/17/10,15:00,37841,1800,member,Floor3Sectionyellow3H,1,21,2,2,50,104,1,3,1,3,104,24038,0,male,4238
2078,24038,45143,3,F22521,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 07:44:32.,10/17/10,15:00,37842,1800,member,Floor3Sectionyellow3H,1,21,1,2,50,104,1,3,1,3,104,24038,0,male,4238
2114,23749,44539,4,B22208,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 06:55:12.,10/17/10,15:00,37258,1800,member,Floor3Sectionyellow3G,1,23,7,2,50,,5,61,5,61,,23749,0,female,4322
2135,23640,44303,3,F22736,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 06:44:43.,10/17/10,15:00,37020,3500,member,Floor2Sectionpurple2E,1,12,27,2,50,236,3,35,3,35,236,23640,0,female,4371
2136,23640,44302,3,F22736,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 06:44:43.,10/17/10,15:00,37021,3500,member,Floor2Sectionpurple2E,1,12,26,2,50,236,3,35,3,35,236,23640,0,female,4371
2137,23640,44301,3,F22736,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 06:44:43.,10/17/10,15:00,37022,3500,member,Floor2Sectionpurple2E,1,12,25,2,50,236,3,35,3,35,236,23640,0,female,4371
2140,22058,40763,4,N22327,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 04:28:58.,10/17/10,15:00,33507,4000,member,Floor2Sectionred2E,1,5,6,2,50,300,5,61,5,61,300,22058,0,male,4400
2141,22058,40762,4,N22327,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 04:28:58.,10/17/10,15:00,33506,4000,member,Floor2Sectionred2E,1,5,5,2,50,300,5,61,5,61,300,22058,0,male,4400
2154,21821,40228,2,N12325,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 03:41:56.,10/17/10,15:00,32970,3500,member,Floor2Sectionred2D,1,6,8,2,50,300,5,61,5,61,300,21821,0,male,4296
2155,21821,40229,2,N12325,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 03:41:56.,10/17/10,15:00,32971,3500,member,Floor2Sectionred2D,1,6,9,2,50,300,5,61,5,61,300,21821,0,male,4296
2203,24169,45422,4,E12392,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 08:06:21.,10/17/10,15:00,38121,3500,member,Floor2Sectionpurple2B,1,12,4,2,50,106,1,5,1,5,106,24169,0,male,4631
2204,24169,45421,4,E12392,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 08:06:21.,10/17/10,15:00,38120,3500,member,Floor2Sectionpurple2B,1,12,5,2,50,106,1,5,1,5,106,24169,0,male,4631
2208,22032,40710,3,R12327,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 04:24:48.,10/17/10,15:00,33455,4000,member,FloorB1FloorSectionC,1,,,2,50,,17,220,17,220,710,22032,1,male,4365
2209,22032,40709,3,R12327,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 04:24:48.,10/17/10,15:00,33453,4000,member,FloorB1FloorSectionC,1,,,2,50,,17,220,17,220,710,22032,1,male,4365
2222,21649,39780,2,N12459,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 02:54:04.,10/17/10,15:00,32522,4000,member,FloorB1FloorSectionC,1,,,2,50,509,11,143,11,143,509,21649,1,male,4671
2223,21649,39779,2,N12459,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 02:54:04.,10/17/10,15:00,32521,4000,member,FloorB1FloorSectionC,1,,,2,50,509,11,143,11,143,509,21649,1,male,4671
2224,21649,39778,2,N12459,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 02:54:04.,10/17/10,15:00,32520,4000,member,FloorB1FloorSectionC,1,,,2,50,509,11,143,11,143,509,21649,1,male,4671
2225,21649,39777,2,N12459,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 02:54:04.,10/17/10,15:00,32519,4000,member,FloorB1FloorSectionC,1,,,2,50,509,11,143,11,143,509,21649,1,male,4671
2230,23152,43251,4,D12247,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 06:04:16.,10/17/10,15:00,35978,4000,member,FloorB1FloorSectionA,1,,,2,50,703,16,216,16,216,703,23152,1,male,4893
2231,23152,43250,4,D12247,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 06:04:16.,10/17/10,15:00,35977,4000,member,FloorB1FloorSectionA,1,,,2,50,703,16,216,16,216,703,23152,1,male,4893
2265,21373,39071,4,C12131,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 01:57:07.,10/17/10,15:00,31813,4000,member,FloorB1FloorSectionC,1,,,2,50,204,2,17,2,17,204,21373,1,male,5432
2266,21373,39070,4,C12131,11,Girls Generation. THE lst ASIA TOUR Into the new world,2010/9/18 p.m. 01:57:07.,10/17/10,15:00,31812,4000,member,FloorB1FloorSectionC,1,,,2,50,204,2,17,2,17,204,21373,1,male,5432
